"","campus","faculty","semester","program","gender1","gender2","enough_info_delivery","enough_info_assessment","enough_time","online_access","resource_access","scheduled_learning","learning_duration","collaborative_study","constant_feedback","comfortably_study","STD.DVN","gender"
"27257",3,24,"1.0","Ijazah sarjana muda pentadbiran dan perniagaan (kewangan)","Male",NA,5,3,3,3,4,2,3,2,2,2,0.943398113,"Male"
"27318",5,26,"4.0","Library management",NA,"Female",2,3,2,1,1,2,2,1,4,1,0.943398113,NA
"27393",3,10,"2.0","CS110","Male",NA,3,3,2,4,2,2,1,1,2,1,0.943398113,"Male"
"27395",3,10,"3.0","Cs","Male",NA,3,3,3,1,3,1,1,1,2,1,0.943398113,"Male"
"27396",5,10,"4.0","CS110","Male",NA,3,4,2,4,4,5,5,5,5,5,0.979795897,"Male"
"27410",5,15,"5.0","AM228",NA,"Female",3,3,2,3,2,1,3,3,3,5,0.979795897,NA
"27413",3,9,"2.0","AS245",NA,"Female",3,4,2,3,2,2,2,2,3,5,0.979795897,NA
"27420",5,23,"5.0","Bachelor of Accountancy (Honors.)",NA,"Female",4,5,4,5,2,5,5,3,5,4,0.979795897,NA
"27424",5,24,"2.0","Banking",NA,"Female",3,4,3,3,2,5,5,5,4,4,0.979795897,NA
"27425",3,23,"2.0","AC120, Diploma in Accounting Information System","Male",NA,4,4,5,2,2,4,4,5,4,4,0.979795897,"Male"
"27427",3,11,"2.0","AP120",NA,"Female",5,3,2,3,3,5,5,4,4,4,0.979795897,NA
"27441",3,10,"2.0","komunikasi data & perangkaian","Male",NA,5,5,3,4,5,5,5,2,4,4,0.979795897,"Male"
"27454",5,26,"4.0","Library Management",NA,"Female",3,3,3,4,4,2,4,1,4,4,0.979795897,NA
"27465",3,9,"4.0","Applied Chemistry",NA,"Female",3,2,3,2,2,4,4,1,3,4,0.979795897,NA
"27466",5,24,"4.0","Economic",NA,"Female",4,4,2,2,2,4,4,4,2,4,0.979795897,NA
"27473",3,11,"5.0","RAP220","Male",NA,4,4,2,4,2,2,2,2,2,4,0.979795897,"Male"
"27475",3,9,"6.0","AS254",NA,"Female",4,3,2,4,4,3,4,3,1,4,0.979795897,NA
"27481",3,23,"2.0","Diploma in accountacy",NA,"Female",3,3,5,3,3,5,5,3,5,3,0.979795897,NA
"27485",3,9,"2.0","Science",NA,"Female",5,5,5,3,3,3,3,3,5,3,0.979795897,NA
"27501",3,13,"4.0","AT110",NA,"Female",3,4,3,1,1,3,3,3,4,3,0.979795897,NA
"27534",5,26,"4.0","Library management",NA,"Female",4,4,2,3,5,2,4,2,3,3,0.979795897,NA
"27550",5,24,"5.0","Finance",NA,"Female",4,4,3,3,4,5,5,3,5,2,0.979795897,NA
"27571",3,9,"2.0","Applied chemistry",NA,"Female",5,5,5,3,3,4,4,3,4,2,0.979795897,NA
"27590",5,23,"4.0","Diploma in accountancy",NA,"Female",4,4,3,2,1,2,3,3,4,2,0.979795897,NA
"27591",3,13,"5.0","AT232",NA,"Female",4,4,3,2,1,2,3,3,4,2,0.979795897,NA
"27643",3,11,"4.0","Surveying Science and Geomatics",NA,"Female",3,4,4,4,3,4,3,1,4,2,0.979795897,NA
"27649",3,24,"2.0","Human Resources and Business Management",NA,"Female",3,3,3,1,1,2,2,1,4,2,0.979795897,NA
"27688",5,15,"2.0","Diploma",NA,"Female",4,3,2,3,4,3,4,4,4,1,0.979795897,NA
"27701",3,12,"4.0","Sport studies","Male",NA,4,4,3,4,2,3,4,3,4,1,0.979795897,"Male"
"27732",5,23,"4.0","AC110","Male",NA,3,3,3,4,2,4,2,2,4,1,0.979795897,"Male"
"27757",3,9,"4.0","AS245",NA,"Female",3,3,2,2,4,4,4,2,3,1,0.979795897,NA
"27759",3,10,"4.0","CS143",NA,"Female",4,4,4,3,3,4,4,2,3,1,0.979795897,NA
"27820",5,15,"4.0","Bachelor of Administrative Science (Hons)",NA,"Female",4,2,2,2,2,4,4,2,4,4,1,NA
"27867",3,10,"3.0","Cs240",NA,"Female",4,3,4,1,2,4,3,3,4,2,1,NA
"27909",3,9,"2.0","Diploma in Industrial Chemistry",NA,"Female",3,3,4,4,2,4,4,1,3,2,1,NA
"27918",5,23,"4.0","AC110","Male",NA,3,4,2,3,2,1,1,1,1,2,1,"Male"
"27977",3,10,"2.0","CS240",NA,"Female",4,4,4,3,1,4,4,4,4,5,1.004987562,NA
"27997",3,12,"3.0","Bachelor in Health and Fitness (Hons)","Male",NA,5,5,5,3,3,4,3,2,3,4,1.004987562,"Male"
"28024",5,23,"2.0","Accountancy",NA,"Female",5,5,3,3,3,2,2,3,4,3,1.004987562,NA
"28105",3,11,"4.0","AP120","Male",NA,4,4,4,4,3,3,4,1,4,2,1.004987562,"Male"
"28111",3,13,"4.0","Diploma in plantation industry management",NA,"Female",4,4,3,2,2,3,2,1,4,2,1.004987562,NA
"28158",5,24,"4.0","BA 246",NA,"Female",4,4,4,3,3,4,4,2,4,1,1.004987562,NA
"28161",3,10,"5.0","CS240",NA,"Female",2,2,3,3,2,4,4,2,4,1,1.004987562,NA
"28173",3,9,"2.0","Chemical Industry",NA,"Female",3,3,2,3,3,4,3,1,4,1,1.004987562,NA
"28238",5,24,"2.0","BA249",NA,"Female",4,3,2,3,2,4,4,4,5,5,1.019803903,NA
"28246",5,26,"4.0","Diploma of Library Management",NA,"Female",3,4,2,4,5,2,3,3,3,5,1.019803903,NA
"28250",5,17,"4.0","Industrial design",NA,"Female",3,4,4,1,4,3,3,3,5,4,1.019803903,NA
"28280",5,15,"4.0","Bachelor of Administrative Science (Honours)",NA,"Female",4,4,4,1,2,4,4,4,4,3,1.019803903,NA
"28287",3,9,"2.0","Diploma in science","Male",NA,5,5,5,3,2,3,3,3,4,3,1.019803903,"Male"
"28299",3,24,"5.0","Bachelor in Finance",NA,"Female",3,3,1,2,2,4,4,1,3,3,1.019803903,NA
"28309",3,10,"6.0","CS248",NA,"Female",4,4,3,4,2,4,4,2,5,2,1.019803903,NA
"28336",5,10,"2.0","cs110",NA,"Female",3,3,3,1,1,3,4,2,4,2,1.019803903,NA
"28340",5,24,"4.0","ISLAMIC BANKING",NA,"Female",3,4,3,1,1,3,3,2,4,2,1.019803903,NA
"28349",3,11,"8.0","AP220",NA,"Female",3,3,2,1,1,4,4,3,3,2,1.019803903,NA
"28376",5,24,"2.0","Business Study",NA,"Female",3,3,3,5,4,4,4,3,4,1,1.019803903,NA
"28404",5,26,"4.0","Information management library science",NA,"Female",3,4,2,2,2,2,3,1,4,1,1.019803903,NA
"28412",5,10,"4.0","CS110",NA,"Female",3,3,2,1,1,3,4,3,3,1,1.019803903,NA
"28414",5,24,"5.0","OPERATION MANAGEMENT","Male",NA,2,2,4,2,2,4,4,2,3,1,1.019803903,"Male"
"28432",5,24,"4.0","Bachelor Degree in Business Administration (H) International Business",NA,"Female",3,4,4,2,2,2,2,1,3,1,1.019803903,NA
"28463",3,10,"2.0","Cs110","Male",NA,3,4,5,3,1,4,4,3,4,4,1.024695077,"Male"
"28487",3,9,"2.0","AS113",NA,"Female",3,3,1,3,1,1,4,3,3,3,1.024695077,NA
"28519",3,10,"3.0","Bachelor of information technology","Male",NA,2,1,2,3,1,4,4,3,3,2,1.024695077,"Male"
"28520",5,10,"2.0","Diploma Science Computer","Male",NA,4,3,1,2,2,3,4,1,3,2,1.024695077,"Male"
"28555",3,9,"3.0","TECHNOLOGY POLYMER",NA,"Female",3,4,4,4,5,4,4,3,3,1,1.024695077,NA
"28558",5,10,"4.0","Diploma",NA,"Female",3,3,4,1,1,3,3,3,3,1,1.024695077,NA
"28559",3,9,"2.0","Industrial chemistry",NA,"Female",4,3,3,1,1,3,3,3,3,1,1.024695077,NA
"28575",3,13,"4.0","AT110","Male",NA,4,3,3,2,2,3,4,1,2,1,1.024695077,"Male"
"28581",3,13,"2.0","Diploma in Plating Industry Management","Male",NA,4,4,4,2,2,5,4,4,5,5,1.044030651,"Male"
"28595",3,9,"2.0","Diploma in Industrial Chemistry",NA,"Female",5,5,4,4,1,4,4,4,4,4,1.044030651,NA
"28639",3,24,"5.0","BA243",NA,"Female",4,4,3,1,3,4,3,1,3,3,1.044030651,NA
"28645",3,13,"4.0","AT110",NA,"Female",4,5,5,2,4,4,4,4,5,2,1.044030651,NA
"28655",3,13,"4.0","Diploma pengurusan ladang",NA,"Female",4,4,3,1,2,4,4,3,4,2,1.044030651,NA
"28670",5,23,"4.0","Bachelor in Accounting","Male",NA,4,4,3,2,1,3,4,2,4,2,1.044030651,"Male"
"28684",5,24,"4.0","BA246","Male",NA,4,4,4,2,3,4,3,1,4,2,1.044030651,"Male"
"28707",3,9,"6.0","Bachelor of science in polymer technology",NA,"Female",4,4,4,4,4,2,3,1,3,2,1.044030651,NA
"28718",5,24,"5.0","KBA242","Male","Female",4,4,2,2,3,4,4,3,4,1,1.044030651,"Male"
"28733",3,13,"4.0","diploma planting industry management",NA,"Female",4,4,3,3,2,4,4,2,4,1,1.044030651,NA
"28754",5,26,"2.0","Library management",NA,"Female",2,3,1,1,3,3,2,1,4,1,1.044030651,NA
"28773",3,24,"6.0","Human resource",NA,"Female",2,3,4,1,1,1,2,1,3,1,1.044030651,NA
"28783",3,13,"4.0","Diploma in Planting Industry Management","Male",NA,4,4,4,2,4,3,3,2,2,1,1.044030651,"Male"
"28791",3,9,"2.0","DIPLOMA IN SCIENCE",NA,"Female",3,3,4,2,1,1,2,1,1,1,1.044030651,NA
"28793",3,12,"4.0","SR113",NA,"Female",4,4,2,4,2,5,4,3,5,5,1.077032961,NA
"28794",5,10,"2.0","CS110",NA,"Female",4,4,4,4,1,4,4,3,5,5,1.077032961,NA
"28803",3,23,"2.0","Ac120","Male",NA,5,5,3,4,2,4,4,2,5,4,1.077032961,"Male"
"28865",3,11,"4.0","AP120",NA,"Female",4,5,3,5,4,5,4,2,4,2,1.077032961,NA
"28867",3,24,"4.0","BA243",NA,"Female",3,4,4,1,4,4,4,2,4,2,1.077032961,NA
"28885",3,10,"3.0","CS248",NA,"Female",4,4,2,2,2,4,4,1,3,2,1.077032961,NA
"28900",5,10,"2.0","Computer Science",NA,"Female",3,3,3,1,2,4,4,3,4,1,1.077032961,NA
"28942",5,26,"3.0","IM120","Male",NA,3,3,2,1,1,1,1,1,4,1,1.077032961,"Male"
"28966",5,15,"4.0","Degree",NA,"Female",4,4,3,2,3,4,3,1,3,1,1.077032961,NA
"28970",5,10,"2.0","Computer Science",NA,"Female",4,4,1,2,2,2,2,1,3,1,1.077032961,NA
"28991",3,13,"5.0","AT232",NA,"Female",3,4,1,3,3,4,3,1,4,4,1.095445115,NA
"29005",3,23,"6.0","AC120",NA,"Female",3,3,1,4,4,4,3,1,4,3,1.095445115,NA
"29009",3,9,"4.0","Technology polymer",NA,"Female",4,3,5,4,3,2,3,1,2,3,1.095445115,NA
"29032",5,11,"2.0","AP114",NA,"Female",3,4,5,2,4,3,3,1,3,2,1.095445115,NA
"29046",5,24,"2.0","BA119","Male",NA,4,4,3,3,1,4,3,3,4,1,1.095445115,"Male"
"29049",3,10,"6.0","CS240",NA,"Female",3,4,4,2,2,4,4,2,4,1,1.095445115,NA
"29058",5,11,"3.0","dip. town and regional planning","Male",NA,4,4,4,3,1,3,4,3,3,1,1.095445115,"Male"
"29073",3,9,"4.0","DIPLOMA IN SCIENCE",NA,"Female",5,5,3,3,3,2,3,3,5,5,1.1,NA
"29108",5,23,"2.0","Diploma in accounting",NA,"Female",2,1,3,5,3,4,4,4,4,3,1.1,NA
"29141",3,11,"4.0","Diploma of science geomatic",NA,"Female",5,5,5,3,4,3,4,2,4,2,1.1,NA
"29155",3,9,"2.0","As201 degree in science  (biology)",NA,"Female",3,4,2,1,4,4,3,1,3,2,1.1,NA
"29181",3,9,"4.0","DIPLOMA IN POLYMER TECHNOLOGY","Male",NA,5,4,3,4,4,3,3,2,4,1,1.1,"Male"
"29182",5,24,"4.0","INTERNATIONAL BUSINESS","Male",NA,3,4,4,1,2,3,3,2,4,1,1.1,"Male"
"29294",5,10,"2.0","Diploma in computer science & mathematical",NA,"Female",4,4,5,2,2,5,4,4,4,2,1.113552873,NA
"29302",5,24,"4.0","Bachelor's of business studies (islamic banking)",NA,"Female",5,4,3,4,3,2,5,2,4,2,1.113552873,NA
"29321",3,12,"2.0","Sport Study","Male",NA,3,2,3,1,1,4,4,1,3,2,1.113552873,"Male"
"29323",3,10,"6.0","CS 248","Male",NA,4,2,2,1,1,4,4,2,2,2,1.113552873,"Male"
"29338",5,15,"4.0","AM228","Male",NA,3,2,4,2,4,2,1,3,4,1,1.113552873,"Male"
"29364",5,26,"2.0","IM110 INFORMATION MANAGEMENT",NA,"Female",4,4,2,3,3,2,2,1,4,1,1.113552873,NA
"29374",5,24,"5.0","ba242","Male",NA,3,3,2,1,2,4,4,1,3,1,1.113552873,"Male"
"29376",5,24,"4.0","Ba242","Male",NA,4,4,4,2,2,2,3,1,3,1,1.113552873,"Male"
"29383",3,10,"6.0","CS248",NA,"Female",4,4,2,3,3,2,4,1,2,1,1.113552873,NA
"29431",3,24,"5.0","rba243",NA,"Female",4,3,3,1,2,3,3,1,4,1,1.118033989,NA
"29455",3,12,"3.0","SR 241",NA,"Female",3,2,2,4,3,4,3,1,4,5,1.135781669,NA
"29528",5,24,"4.0","Islamic Banking",NA,"Female",4,3,1,4,4,4,3,3,4,1,1.135781669,NA
"29539",3,12,"4.0","Health and fitness","Male",NA,4,4,2,4,2,4,4,2,4,1,1.135781669,"Male"
"29559",3,9,"1.0","applied chemistry",NA,"Female",3,4,3,2,3,4,4,1,4,1,1.135781669,NA
"29569",3,9,"1.0","As203","Male",NA,3,3,1,1,3,1,3,1,4,1,1.135781669,"Male"
"29570",5,15,"2.0","Bachelor of science administration",NA,"Female",3,3,1,1,3,1,3,1,4,1,1.135781669,NA
"29575",3,10,"2.0","CS110",NA,"Female",1,3,3,3,4,3,5,3,3,1,1.135781669,NA
"29589",3,24,"5.0","BA242",NA,"Female",4,4,4,4,2,3,3,1,3,1,1.135781669,NA
"29593",3,10,"5.0","RCS245","Male",NA,4,4,4,4,4,2,2,4,2,1,1.135781669,"Male"
"29600",5,23,"2.0","AC110","Male",NA,3,3,1,3,4,1,3,1,1,1,1.135781669,"Male"
"29603",3,10,"2.0","DIPLOMA IN MATHEMATICAL SCIENCES",NA,"Female",4,3,4,5,4,3,1,4,5,5,1.166190379,NA
"29604",5,26,"2.0","Library management IM120",NA,"Female",4,4,1,3,4,4,5,3,5,5,1.166190379,NA
"29610",5,10,"2.0","CS110",NA,"Female",3,5,2,5,5,2,4,3,5,4,1.166190379,NA
"29613",3,11,"4.0","Sains geomatik","Male",NA,4,4,4,1,1,3,4,3,4,4,1.166190379,"Male"
"29624",5,23,"4.0","Diploma in Accounting",NA,"Female",3,3,1,4,3,1,2,3,5,3,1.166190379,NA
"29627",3,10,"5.0","CS240",NA,"Female",4,4,3,1,4,4,2,2,5,3,1.166190379,NA
"29633",3,9,"6.0","AS243",NA,"Female",5,5,5,4,2,5,5,4,5,2,1.166190379,NA
"29636",5,23,"3.0","DEGREE","Male",NA,4,4,3,1,3,4,4,2,5,2,1.166190379,"Male"
"29643",3,12,"3.0","SR 243","Male",NA,3,3,1,1,4,4,4,2,4,2,1.166190379,"Male"
"29671",3,9,"5.0","Degree in Polymer Technology","Male",NA,5,5,5,4,4,4,3,3,4,1,1.166190379,"Male"
"29737",3,10,"2.0","Bachelor of Computer Science Data Communication and Networking","Male",NA,4,4,4,5,1,5,5,3,4,5,1.183215957,"Male"
"29738",5,26,"4.0","IM 110",NA,"Female",3,2,2,2,1,4,4,3,4,5,1.183215957,NA
"29747",3,9,"4.0","DIPLOMA IN SCIENCE",NA,"Female",4,3,1,2,4,1,3,4,4,4,1.183215957,NA
"29758",5,24,"2.0","KBA249",NA,"Female",4,3,1,4,4,1,4,2,4,3,1.183215957,NA
"29768",5,15,"3.0","AM228",NA,"Female",4,4,2,3,5,1,3,2,4,2,1.183215957,NA
"29770",5,26,"4.0","IM244",NA,"Female",4,4,3,1,4,3,4,1,4,2,1.183215957,NA
"29793",3,9,"2.0","AS120","Male",NA,2,3,1,1,1,4,2,1,4,1,1.183215957,"Male"
"29820",5,26,"2.0","Information management","Male",NA,4,3,2,3,1,5,5,3,4,3,1.187434209,"Male"
"29839",3,10,"6.0","Information Technology",NA,"Female",4,4,4,5,5,5,5,5,5,1,1.187434209,NA
"29841",3,9,"2.0","Industrial Chemistry","Male",NA,3,4,4,4,2,4,4,2,5,1,1.187434209,"Male"
"29843",3,10,"2.0","computer science",NA,"Female",3,3,3,4,2,2,3,1,5,1,1.187434209,NA
"29886",5,15,"2.0","AM228",NA,"Female",3,2,3,4,4,3,4,1,5,5,1.2,NA
"29887",3,23,"2.0","Diploma in Accounting Information System",NA,"Female",3,5,3,3,1,4,3,5,4,5,1.2,NA
"29904",5,23,"4.0","AC110",NA,"Female",4,5,3,5,3,1,2,4,4,3,1.2,NA
"29908",5,17,"4.0","Graphic design and digital media",NA,"Female",2,5,1,1,3,3,2,2,4,3,1.2,NA
"29912",5,26,"2.0","Information Management","Male",NA,4,4,1,4,3,1,3,2,1,3,1.2,"Male"
"29955",3,9,"2.0","Applied chemistry",NA,"Female",4,4,1,3,3,2,3,1,4,1,1.2,NA
"29964",5,24,"4.0","Islamic banking hon","Male",NA,5,5,5,3,3,3,3,3,3,1,1.2,"Male"
"29981",3,10,"5.0","CS240",NA,"Female",3,3,5,2,2,5,4,2,5,4,1.204159458,NA
"29997",3,10,"2.0","CS110",NA,"Female",3,4,1,2,4,3,4,1,1,2,1.204159458,NA
"30007",3,10,"2.0","CS110","Male",NA,2,2,2,5,1,4,3,2,3,1,1.204159458,"Male"
"30023",3,10,"1.0","CS240","Male",NA,4,4,2,2,1,1,3,4,4,4,1.220655562,"Male"
"30032",5,5,"6.0","Pharmacy",NA,"Female",5,5,4,5,3,4,5,1,4,3,1.220655562,NA
"30037",3,9,"1.0","Polimer science technology","Male",NA,5,5,5,3,4,5,5,2,5,2,1.220655562,"Male"
"30043",3,12,"3.0","bachelor of sports science (hons.)","Male",NA,4,4,4,1,1,4,4,3,4,2,1.220655562,"Male"
"30065",3,10,"6.0","CS240",NA,"Female",4,4,2,1,3,4,2,4,4,1,1.220655562,NA
"30067",3,9,"4.0","As113",NA,"Female",4,4,2,2,1,4,4,3,4,1,1.220655562,NA
"30087",3,9,"1.0","AS243",NA,"Female",3,4,1,1,1,3,2,1,4,1,1.220655562,NA
"30105",3,11,"4.0","GEOMATICAL SCIENCE",NA,"Female",5,4,1,5,5,4,3,5,5,5,1.2489996,NA
"30118",5,15,"3.0","AM228",NA,"Female",4,3,3,1,1,4,4,1,4,3,1.2489996,NA
"30121",3,9,"2.0","AS115","Male",NA,5,5,2,1,3,3,2,2,2,3,1.2489996,"Male"
"30139",3,9,"2.0","AS203/Physics",NA,"Female",4,4,2,1,2,4,5,2,2,2,1.2489996,NA
"30141",3,13,"4.0","Diploma In Plantation and Management","Male",NA,4,4,2,4,2,5,4,4,1,2,1.2489996,"Male"
"30155",3,10,"6.0","CS240",NA,"Female",2,2,4,2,2,5,4,2,4,1,1.2489996,NA
"30166",5,15,"1.0","PUBLIC ADMINISTRATION",NA,"Female",4,4,1,2,1,2,2,1,4,1,1.2489996,NA
"30167",3,9,"4.0","AS113","Male",NA,3,4,1,1,1,1,1,1,4,1,1.2489996,"Male"
"30170",5,17,"2.0","Diploma","Male",NA,3,4,3,4,2,5,5,2,3,1,1.2489996,"Male"
"30190",5,24,"2.0","Banking",NA,"Female",4,4,2,1,2,4,4,2,5,2,1.264911064,NA
"30223",3,13,"4.0","Diploma Pengurusan ladang","Male",NA,2,2,3,4,5,1,1,2,3,4,1.268857754,"Male"
"30299",3,9,"1.0","AS203","Male",NA,3,4,2,1,1,4,4,1,3,1,1.280624847,"Male"
"30307",3,10,"2.0","COMPUTER SCIENCE","Male",NA,3,4,3,3,5,5,4,1,5,2,1.284523258,"Male"
"30316",5,15,"3.0","AM228",NA,"Female",3,3,3,1,1,4,4,1,4,1,1.284523258,NA
"30323",3,10,"4.0","CS143",NA,"Female",4,4,2,4,1,1,2,4,2,1,1.284523258,NA
"30349",3,10,"2.0","Diploma in Mathematical Sciences",NA,"Female",5,5,3,3,2,2,2,4,4,1,1.3,NA
"30359",3,9,"1.0","AS243",NA,"Female",4,4,1,1,1,2,2,1,4,1,1.3,NA
"30385",3,10,"4.0","DIPLOMA IN COMPUTER SCIENCE","Male",NA,4,4,1,1,4,2,4,3,4,1,1.326649916,"Male"
"30391",3,24,"5.0","BA243",NA,"Female",4,4,2,1,3,4,4,1,4,1,1.326649916,NA
"30449",3,9,"4.0","POLYMER TECHNOLOGY","Male",NA,3,4,4,1,2,3,3,1,5,1,1.345362405,"Male"
"30462",5,23,"3.0","AC220","Male",NA,5,4,5,5,2,2,2,5,4,2,1.356465997,"Male"
"30511",3,9,"1.0","Degree","Male",NA,4,4,4,1,1,4,4,2,4,1,1.374772708,"Male"
"30517",3,12,"3.0","Sport Science & Recreation","Male",NA,4,4,1,1,1,1,1,1,4,1,1.374772708,"Male"
"30556",5,24,"4.0","BA242",NA,"Female",4,4,5,2,1,5,5,3,5,2,1.428285686,NA
"30562",5,23,"3.0","AC220",NA,"Female",3,3,4,1,1,5,3,1,4,1,1.428285686,NA
"30573",3,9,"2.0","AS203",NA,"Female",4,5,4,2,3,1,3,1,1,1,1.431782106,NA
"30588",5,26,"3.0","Diploma in Information Management","Male",NA,5,5,5,5,5,1,2,2,4,4,1.469693846,"Male"
"30641",3,9,"5.0","Polymer technology",NA,"Female",5,5,2,5,5,5,2,1,4,2,1.562049935,NA
"30646",5,23,"3.0","Accountancy","Male",NA,4,5,5,2,5,4,2,1,1,2,1.577973384,"Male"
"30668",5,23,"5.0","AC220",NA,"Female",5,4,1,2,4,1,1,1,5,2,1.624807681,NA
"30669",3,24,"2.0","Finance",NA,"Female",3,4,5,5,5,5,5,1,1,2,1.624807681,NA
"30673",3,9,"4.0","As120","Male",NA,5,5,4,4,3,1,1,1,4,1,1.640121947,"Male"
"30699",3,12,"2.0","113.0",NA,"Female",5,5,5,1,1,1,1,5,5,1,2,NA
"30735",3,10,"6.0","CS248",NA,"Female",5,5,5,4,999,4,5,5,4,5,298.3003352,NA
"30755",3,9,"2.0","RAS115",NA,"Female",5,5,5,5,999,5,5,4,3,4,298.334041,NA
"30795",3,10,"6.0","CS248",NA,"Female",4,3,4,5,999,5,5,4,4,5,298.4006702,NA
"30809",3,9,"2.0","DIPLOMA IN SCIENCE",NA,"Female",5,5,5,3,999,5,4,4,5,3,298.4010054,NA
"30826",5,23,"2.0","Diploma in accounting",NA,"Female",4,4,3,5,999,4,4,4,5,5,298.433929,NA
"30834",5,26,"2.0","library management",NA,"Female",5,5,4,3,999,4,4,5,4,4,298.433929,NA
"30867",3,9,"6.0","Bachelor of Polymer Technology",NA,"Female",4,4,4,4,999,4,4,4,5,4,298.4668156,NA
"30896",5,23,"4.0","AC110",NA,"Female",5,5,4,4,999,4,4,3,4,4,298.4671506,NA
"30898",5,26,"4.0","IM120",NA,"Female",3,4,4,5,999,4,3,5,4,5,298.4674857,NA
"30917",3,24,"2.0","BA242 FINANCE",NA,"Female",5,5,4,3,999,5,5,3,5,2,298.4684908,NA
"30960",5,15,"2.0","AM110",NA,"Female",4,4,4,4,999,4,4,4,4,4,298.5,NA
"30961",3,12,"2.0","SR113","Male",NA,4,4,4,4,999,4,4,4,4,4,298.5,"Male"
"30982",5,23,"4.0","Ac110","Male",NA,4,4,4,4,999,4,4,4,4,4,298.5,"Male"
"30999",3,9,"4.0","AS120","Male",NA,4,4,4,4,999,4,4,4,4,4,298.5,"Male"
"31007",3,24,"5.0","BA243 HR",NA,"Female",4,4,4,4,999,4,4,4,4,4,298.5,NA
"31035",3,9,"2.0","AS 120",NA,"Female",4,4,4,3,999,4,4,4,5,4,298.500335,NA
"31050",5,24,"4.0","KBA118",NA,"Female",4,4,4,4,999,5,4,4,3,4,298.500335,NA
"31072",5,23,"6.0","Accountancy",NA,"Female",4,4,4,5,999,4,4,3,5,3,298.50067,NA
"31094",5,23,"4.0","Diploma in Accountancy",NA,"Female",4,3,5,5,999,2,4,3,5,5,298.501675,NA
"31125",3,10,"2.0","COMPUTER SCIENCE ( DATA COMMUNICATION AND NETWORKING)","Male",NA,4,4,4,3,999,4,4,4,4,4,298.5334822,"Male"
"31135",3,12,"4.0","113.0","Male",NA,4,4,4,3,999,4,4,4,4,4,298.5334822,"Male"
"31143",3,12,"4.0","SR 113","Male",NA,4,4,4,4,999,3,4,4,4,4,298.5334822,"Male"
"31149",3,12,"4.0","SR113 SPORT STUDY","Male",NA,4,4,4,4,999,4,3,4,4,4,298.5334822,"Male"
"31159",3,10,"4.0","Computer Science",NA,"Female",4,4,4,4,999,4,4,3,4,4,298.5334822,NA
"31168",5,23,"3.0","AC220",NA,"Female",4,4,4,4,999,4,4,4,4,3,298.5334822,NA
"31170",5,23,"4.0","AC110",NA,"Female",4,4,4,4,999,4,4,4,4,3,298.5334822,NA
"31197",3,13,"6.0","At 232",NA,"Female",4,4,3,3,999,5,4,4,4,4,298.5338172,NA
"31208",5,15,"4.0","AM110",NA,"Female",3,4,4,5,999,4,4,4,3,4,298.5338172,NA
"31220",5,24,"2.0","ELC151",NA,"Female",4,5,4,3,999,4,3,3,4,5,298.5341522,NA
"31233",3,24,"5.0","BA243",NA,"Female",4,3,4,5,999,4,4,3,5,3,298.5341522,NA
"31298",5,24,"4.0","BA249",NA,"Female",4,3,4,4,999,4,4,3,4,4,298.5669272,NA
"31311",3,24,"2.0","marketing",NA,"Female",4,4,4,3,999,4,4,3,4,4,298.5669272,NA
"31321",3,12,"4.0","Sport science","Male",NA,4,4,4,3,999,4,4,3,4,4,298.5669272,"Male"
"31339",3,10,"4.0","CS110",NA,"Female",4,4,4,4,999,4,4,3,3,4,298.5669272,NA
"31340",5,23,"6.0","Bachelor",NA,"Female",4,4,4,4,999,4,4,3,3,4,298.5669272,NA
"31355",3,9,"2.0","Technology polymer","Male",NA,4,4,4,3,999,4,4,4,4,3,298.5669272,"Male"
"31367",3,13,"6.0","Horticulture Technology","Male",NA,4,4,4,4,999,3,4,4,4,3,298.5669272,"Male"
"31413",3,23,"4.0","DAIS","Male",NA,4,4,4,3,999,4,5,4,3,3,298.5672621,"Male"
"31445",3,24,"2.0","RBA2402A","Male",NA,3,3,5,5,999,4,1,3,5,5,298.5692717,"Male"
"31448",5,24,"2.0","Banking",NA,"Female",4,3,3,3,999,4,4,4,4,4,298.6003349,NA
"31453",3,11,"4.0","GEOMATIC SCIENCE",NA,"Female",4,3,4,4,999,3,3,4,4,4,298.6003349,NA
"31454",5,24,"2.0","BA111","Male",NA,4,4,4,3,999,3,3,4,4,4,298.6003349,"Male"
"31457",3,10,"4.0","Diplona in Computer Science","Male",NA,3,3,4,4,999,4,4,3,4,4,298.6003349,"Male"
"31502",5,24,"2.0","DIPLOMA IN BANKING",NA,"Female",4,3,4,3,999,4,4,4,4,3,298.6003349,NA
"31507",3,24,"4.0","Degree in Human Resources Management",NA,"Female",4,4,3,3,999,4,4,4,4,3,298.6003349,NA
"31524",5,26,"2.0","DIPLOMA LIBRARY MANAGEMENT",NA,"Female",4,4,3,4,999,4,4,3,4,3,298.6003349,NA
"31530",5,24,"4.0","Degree in international business",NA,"Female",4,4,3,4,999,4,4,3,4,3,298.6003349,NA
"31593",3,9,"4.0","AS113","Male",NA,4,5,4,3,999,3,3,4,4,3,298.6006698,"Male"
"31618",5,24,"4.0","Diploma",NA,"Female",4,4,2,3,999,4,4,3,5,4,298.6010047,NA
"31627",3,9,"3.0","Applied Chemistry",NA,"Female",5,5,4,3,999,3,3,3,4,3,298.6010047,NA
